"","Estimate","Std. Error","Pr(>|z|)"
"V504",0.270463770640423,0.206868649276142,0.191070828503131
"V653",0.270712540716644,0.207493317916466,0.192001573953202
"V134",0.270682065260925,0.207492694170179,0.192050275977789
"V491",0.269204897658533,0.206409057703008,0.192155153694853
"V724",-0.279436746781705,0.214310734519143,0.192272485541836
"V91",-0.279391468361348,0.214308879733916,0.192340693110834
"V730",-0.274609555761242,0.211338388723814,0.193812447837937
"V198",-0.276406639797209,0.213088520486847,0.194581412196767
"V906",0.269461570268555,0.20836783537671,0.195941421806765
"V513",-0.274732185727808,0.213021066843393,0.197156607406278
"V506",-0.274190094613602,0.212999292746155,0.197996114801282
"V781",0.268315274730191,0.209538210104605,0.200366666541331
"V31",-0.273816004063561,0.214082136495831,0.200888911280519
"V904",-0.275408507349553,0.215528940537122,0.201310746477097
"V522",-0.269015807717119,0.211413027860324,0.203207735028174
"V191",-0.269602570965047,0.211993002822201,0.203461171881201
"V418",0.264263669450138,0.208265964852101,0.204485319033167
"V836",-0.269752046133296,0.212822198854803,0.204976716262984
"V205",0.262755941411263,0.207333982086125,0.205045306538706
"V409",-0.268753633963485,0.212782645839474,0.206573722394241
"V238",0.262373352116293,0.208229663425341,0.207662473855565
"V430",0.263875012953945,0.209453232121295,0.207731474464605
"V567",-0.265815263374061,0.210994071909244,0.207733086136398
"V66",-0.266938807650296,0.211888386779369,0.207738423894891
"V941",-0.269367221657655,0.213903564028656,0.207924586845778
"V392",0.265635509210824,0.210989946939753,0.208031759589719
"V70",-0.267765436400584,0.212743601428216,0.20816407834986
"V877",0.258425873692598,0.206783465712599,0.211394000866077
"V755",0.257640162898711,0.206253343621837,0.211612345638887
"V331",-0.267002244446434,0.213809485365135,0.211743437213172
"V673",0.26216230892131,0.210925384696452,0.213899184835566
"V467",-0.262543630251657,0.211717422647979,0.214950891160001
"V543",-0.265033474141308,0.213731618624844,0.214964548870625
"V454",-0.261239636811067,0.210818226537091,0.215282521632298
"V579",0.256600515336272,0.207215559042706,0.215595026343668
"V669",0.259017990709437,0.209362793060551,0.216022870224639
"V878",0.257853588602383,0.209341502269307,0.218047496092224
"V685",-0.259981647334841,0.211618715933643,0.219245049990529
"V17",0.254362797192867,0.207173556177049,0.219530927732614
"V324",0.257000792197844,0.20932600499781,0.219539414105478
"V607",-0.262125736811139,0.213617364690018,0.219792276146388
"V360",-0.263870056041903,0.215064597748926,0.21984741771079
"V63",0.25225612844469,0.206052174201522,0.220863873144355
"V459",0.250979524025472,0.206122103301585,0.223366328917654
"V194",0.261007804624537,0.214931938016701,0.224604855192592
"V287",0.251418739419545,0.207119146956939,0.224791800746886
"V864",-0.255955116740548,0.21091069321871,0.224911557971871
"V182",0.248586841793524,0.206143674003959,0.227859445336792
"V628",0.259529450440177,0.217489707779202,0.232753734718686
"V762",0.247242780899959,0.207953449140508,0.234465914313749
"V642",-0.255244280602709,0.214726658490823,0.234560120834777
"V121",0.244846987050406,0.206368731195249,0.235443094603201
"V444",0.248120279717368,0.209169446377868,0.235536753043487
"V453",-0.250568990104061,0.211262086216755,0.235599577312055
"V376",-0.252791577518398,0.213256649064221,0.235864621163783
"V887",-0.249503295779788,0.210669305915187,0.236279984632546
"V840",0.243933831478977,0.20635226827995,0.237156766750685
"V834",0.251045673818945,0.212565194170525,0.237591174805205
"V994",0.243186681028311,0.205974901423252,0.23773713494702
"V603",0.244404678084704,0.207904483316072,0.239769817501523
"V950",0.249503054938338,0.212539227604904,0.240428946300418
"V987",-0.248707798876075,0.212010895249233,0.24075983392539
"V220",0.242750061700347,0.206964566782181,0.240833349081617
"V323",-0.251223111480139,0.214571811400537,0.241674615894492
"V791",0.243312627384241,0.207885881804071,0.24183424781034
"V62",0.240729332407418,0.206295236331927,0.243244058056175
"V442",0.240207976113908,0.206286066580156,0.244245296188115
"V621",0.24001979214708,0.206282764249662,0.244607442742128
"V351",0.241730180145603,0.207859163477471,0.244849074932894
"V539",-0.244324133917372,0.211030708855995,0.246959630355801
"V165",0.243674439378215,0.210604398469683,0.247262369113029
"V745",0.238501581073569,0.206256267559063,0.247543681831576
"V146",-0.24269628144811,0.210128808771186,0.248095284322196
"V807",0.241121556956399,0.209052265776363,0.248744919539202
"V350",0.240812762920273,0.209047221638842,0.249340016181466
"V217",0.242542331244343,0.210585984811731,0.249423969329897
"V474",0.236800756620343,0.205859384162546,0.250018916753223
"V822",-0.241584964046941,0.210379179971656,0.250831887627085
"V681",-0.241530100131729,0.210928541007547,0.2521759283913
"V332",0.23611966349886,0.20621521885603,0.252202653165362
"V94",0.240011792023208,0.21054534451454,0.254305892659094
"V817",-0.245829107592796,0.216037415248635,0.25516198460814
"V899",-0.243097400711424,0.214264146171851,0.256556060224318
"V293",0.233374886413134,0.205799310909352,0.256797670919678
"V322",0.233269652237123,0.206260317272365,0.258077062410929
"V202",-0.236782876184848,0.209916815624203,0.259326541925101
"V547",0.233219458337556,0.206804321078182,0.259433920318289
"V405",0.233035035875331,0.206801320571228,0.259803927405623
"V623",0.238618777353483,0.212363607832,0.261168711334918
"V186",-0.23497367596975,0.210142130236996,0.263496324452952
"V689",-0.237081633339845,0.212670445084521,0.264942946346995
"V426",0.233994377439324,0.210451585180602,0.266194920799983
"V799",-0.234220758026999,0.211479804055993,0.268063764926708
"V251",0.22884515706028,0.206734179387085,0.268313962892271
"V153",-0.240705932971106,0.217828516060345,0.269148802277786
"V185",-0.232598360054661,0.210607563259395,0.26941272852934
"V234",-0.230176214178458,0.209684480565833,0.272323927845263
"V511",-0.238635301819075,0.217750344396592,0.273117113442976
"V85",0.225297798227775,0.205662930537408,0.273310296773593
"V974",-0.229923898649557,0.209964255170875,0.273489430327755
"V773",0.230098130345292,0.210393040214337,0.274104795212892
"V407",-0.228877328536907,0.210476373973228,0.276848906759629
"V827",-0.230731071493948,0.212440946582755,0.277436919239678
"V128",-0.231483774115122,0.21383661680301,0.279018709600598
"V972",-0.227160264830082,0.209868078224652,0.279076824096648
"V534",0.224527441782394,0.207586775586142,0.279426909671512
"V816",0.22354722882943,0.207572252220043,0.28149767100466
"V581",0.220906115691636,0.20559187616565,0.282603776531754
"V244",0.220784539330186,0.205589940213102,0.282864227423035
"V363",-0.226621977729857,0.211210215496158,0.283285101732829
"V462",-0.225489005876185,0.210358212682405,0.283752057340123
"V811",0.220767557230201,0.205965959095874,0.283780990065818
"V470",-0.227217854736606,0.212315836993175,0.284534707878826
"V269",-0.223824093809592,0.209753080635859,0.285934040691267
"V555",0.219282656180511,0.205566162688466,0.286095833960368
"V583",-0.22289411994828,0.209405221450375,0.287140609328653
"V697",-0.224416579130533,0.211133132664059,0.2878204883148
"V361",-0.222423925888433,0.209417941895041,0.288187841203538
"V976",-0.222325100498584,0.210248995741194,0.290312120705491
"V671",0.21752448360265,0.205916698786846,0.290798628728198
"V996",-0.223790105217881,0.212195044298237,0.291588442015146
"V744",0.21736245825898,0.206560266242629,0.292663952086829
"V382",-0.220196931820124,0.209342590465143,0.292868532626392
"V627",0.217408939339495,0.207483751587973,0.294714184156545
"V874",0.227297764715195,0.216978980437443,0.294842938371055
"V383",0.214729743494385,0.205875199283461,0.296943994528483
"V551",0.213789438684919,0.205481372271186,0.29813914266786
"V903",0.214059721999037,0.205865380896533,0.298430799988955
"V415",0.213467296424312,0.205900243857651,0.299851888260002
"V248",0.211843230462259,0.205452152324014,0.302490467458467
"V907",-0.220033943014595,0.213429214992003,0.302566258762799
"V162",0.216561507243762,0.210202869893302,0.30289266260725
"V71",-0.215455929508486,0.209156266138757,0.302953954602313
"V736",0.210788015974022,0.205316642062272,0.304586022835875
"V495",0.211090057704635,0.206471518378962,0.306606337522009
"V122",-0.224050273621005,0.219530447060156,0.307449388493448
"V705",-0.214432452165305,0.211871697490754,0.311496770162773
"V421",0.20755520126014,0.205267541396591,0.311947144529847
"V315",-0.21266011546743,0.210731047873501,0.312900702700904
"V548",-0.210940655965948,0.209035232244873,0.312919329957465
"V189",-0.214803150642781,0.213247767043981,0.313793615012416
"V983",0.209272359220625,0.208588214583751,0.315725840257372
"V505",-0.212286815134184,0.211798881683439,0.316196907900002
"V163",0.206644204007918,0.206411291807641,0.31676474181948
"V991",-0.213396657744522,0.213199478703802,0.316863138174658
"V540",0.207235404770458,0.207346373682313,0.317569575940417
"V565",0.206217537471027,0.206405628761112,0.317751710199679
"V193",-0.208678305810983,0.209167324752285,0.318443252561491
"V512",-0.209769620506307,0.2106344698758,0.319301614516007
"V250",-0.209700907530071,0.210632184987328,0.31945490983544
"V649",-0.208169615672919,0.209229639608485,0.319768520020588
"V352",-0.213254477554079,0.214854333938184,0.320927467090306
"V975",0.203351837327968,0.206368123541269,0.324435508952582
"V587",0.203757695528517,0.207302075774627,0.325655505670402
"V227",-0.208026266218912,0.211655760392329,0.325680334058776
"V431",-0.211011244414308,0.214777043348907,0.325870091894132
"V793",0.209357270826382,0.214158382311633,0.328281355003928
"V691",0.203008119378412,0.208510320796194,0.330249299823081
"V27",-0.202131331690371,0.208751466391211,0.332901054103327
"V546",0.20045262728496,0.207261235243341,0.333469237451178
"V378",0.198478302258682,0.205263104715888,0.333571116453049
"V356",-0.217492979289373,0.225064200529898,0.333864209058343
"V789",0.201458237575993,0.208491728083824,0.33391164783919
"V207",0.19848664236387,0.205651446430448,0.334464453550197
"V846",0.198872831362847,0.206311354431586,0.3350734214209
"V664",-0.201111992384678,0.209002393884944,0.335925386779906
"V900",0.19733783667403,0.205247912079654,0.336320489807746
"V326",-0.202543472529744,0.211474456996097,0.338179747248478
"V147",-0.20351148106541,0.212866092570874,0.339044948990239
"V15",0.198760417372781,0.20846000768636,0.340351858437291
"V732",0.199807135814317,0.20999598247492,0.341360383746342
"V461",-0.198327190449493,0.20891422565746,0.34245608903741
"V56",0.19575578675423,0.206273179854669,0.342614351609986
"V801",0.197801267637071,0.208448927121246,0.342661517116304
"V325",0.197299790146214,0.208443174934764,0.343873261312402
"V858",-0.199438857089603,0.211373231499448,0.345405350232207
"V364",-0.197881200065848,0.210246739043326,0.3466097625602
"V359",0.193727743448624,0.206248929698474,0.347581407872561
"V626",-0.197040424550595,0.21129574314123,0.351060721764044
"V894",-0.195780488654169,0.21017981572933,0.351599928440862
"V772",-0.199047304797591,0.214373967198058,0.353145664784326
"V600",-0.197244842804679,0.212660191234009,0.353660853282519
"V678",0.191914938892345,0.207161413987505,0.354236627032636
"V473",-0.200166155869995,0.216381621699297,0.354934282625829
"V369",-0.200091622122456,0.216379124382428,0.355107922598478
"V388",0.189715104611618,0.205543007599351,0.356009972358264
"V233",0.199778003533998,0.216636487153209,0.356434289507701
"V34",0.189521970026885,0.205540717833019,0.356494499316984
"V853",0.189043367930977,0.205535061799436,0.357697072850088
"V946",0.1905030561324,0.207145695763094,0.35775186082543
"V648",-0.194686674839411,0.212577355069664,0.359751239831077
"V865",-0.192174463547755,0.210066051991473,0.36028153974214
"V126",0.187666756901418,0.205518937690948,0.361170977205088
"V41",-0.190871480050246,0.20922219048921,0.361615654777922
"V390",-0.191236880946801,0.210036703883176,0.362562741561611
"V580",-0.19009191286,0.209198107026146,0.363524675171175
"V545",0.196443787498948,0.21660085450077,0.364438994532821
"V716",0.191810268341811,0.211760251497023,0.365047139616392
"V135",-0.208594020795273,0.232309486330911,0.369231215079527
"V24",-0.192072733315665,0.21414610532625,0.369759592290152
"V175",0.187530543942126,0.209864419604164,0.371546916707191
"V562",-0.193068046412961,0.216146487349144,0.371735205759037
"V437",0.183008020281256,0.204933736004822,0.371851439387932
"V624",-0.185895203123593,0.209069595438405,0.373919971133845
"V389",-0.184812263699225,0.208498408127387,0.375403893007843
"V706",0.184328064245781,0.208304199973621,0.376211402635628
"V970",0.180533258161332,0.20490391468654,0.378283721120747
"V132",-0.183589123941087,0.208999797109466,0.379717074940802
"V447",0.183891088633699,0.209828675753046,0.380819773855377
"V778",0.179387532467211,0.204890346446219,0.38128589304678
"V884",0.181630602428203,0.208277675445035,0.383175717438946
"V230",0.178529789351955,0.204880287232024,0.3835434929539
"V557",-0.186364729690067,0.21396353254699,0.383747791642295
"V936",0.178554566823803,0.205018970345639,0.383799313425681
"V435",-0.180945482707805,0.208104111984733,0.384576447333326
"V881",-0.187681616953406,0.21597169245021,0.384841518068774
"V284",0.178018256229041,0.205013023061295,0.385215577709892
"V271",0.178162070337667,0.206078231402231,0.387293458424379
"V449",-0.179808751470236,0.208070783288318,0.387493921951569
"V898",-0.179854443807983,0.208350898670305,0.388011820331668
"V375",-0.18305040507934,0.212209480674017,0.388361299803197
"V161",0.176530422948606,0.204996695598453,0.389162100146891
"V800",0.179670959898745,0.209789095767574,0.391756590879144
"V632",-0.178055007103893,0.208834666022282,0.393874333506288
"V349",-0.175855469422894,0.20793455606004,0.397706127676715
"V955",0.1740187006172,0.206037397209394,0.398335523963733
"V502",-0.175737890141401,0.208230475001235,0.39869256731276
"V719",-0.175967517169385,0.208773248008813,0.399304342607645
"V885",0.172411611266072,0.20535461298735,0.401143957026296
"V145",-0.175818633826244,0.209567781839385,0.401492700041931
"V95",0.171562899968609,0.204944008596016,0.402524649143819
"V945",0.171343809114011,0.204799330886336,0.40279359017678
"V693",-0.174367827942147,0.208726504872649,0.403498716475624
"V346",-0.173874096986965,0.208176566505974,0.403591511499238
"V138",0.171049609109039,0.204910831057345,0.403857678245075
"V633",0.172483436836954,0.206964776823686,0.404621921075559
"V335",-0.17459981348134,0.209531816567726,0.404683761778189
"V856",-0.176841941254687,0.213666791423558,0.407867095791616
"V631",-0.174161891073697,0.210587871294653,0.408221662236269
"V750",0.176358430160491,0.213822219040628,0.409490819349943
"V805",0.169823306152688,0.205998023805302,0.409716353525615
"V436",0.169721579710914,0.205997093776461,0.40999479664039
"V674",0.170064699914345,0.206943274033022,0.411194261991245
"V783",0.170684736266114,0.208178441027522,0.412275218755177
"V659",0.166954472762625,0.20475279854678,0.414846064939351
"V478",-0.169251759055958,0.208578894669442,0.417106153318006
"V416",0.167862085094774,0.206924265671851,0.417236616494245
"V568",0.166326503809096,0.206911336976034,0.421481304725089
"V371",0.166298522406108,0.206911103852744,0.421558896267109
"V438",0.164428718314076,0.205279128843452,0.423131261996352
"V53",0.164694790250399,0.205952591581377,0.423900101586714
"V104",0.166354714273451,0.208142906486226,0.424155223698743
"V107",-0.166678028125989,0.209302006836583,0.425827590296004
"V751",-0.169911711672788,0.213457020018994,0.426032243063754
"V753",0.162804437133586,0.204710839045059,0.426444960001427
"V341",0.163112354703314,0.205267375405942,0.426826663877848
"V531",-0.167028086380482,0.210378765345949,0.427230446422102
"V530",0.163480367700762,0.205942268131768,0.427302273442128
"V998",-0.170151130212666,0.215424601316204,0.429620773204061
"V943",0.161814047964368,0.205255975635436,0.430490585403724
"V79",-0.166851190461967,0.211721770090835,0.430656825222188
"V660",0.162887626963663,0.206883347046859,0.431082598299557
"V288",0.162066111678698,0.205930455845835,0.431285155331453
"V130",0.16062283197282,0.204837893262254,0.432954396915841
"V49",0.159919323978039,0.205239682038778,0.435871771251151
"V12",-0.166123251069982,0.213344552607388,0.436178970455164
"V779",0.165407188275093,0.213737947930047,0.439002684407443
"V687",-0.160322895595242,0.20832815556152,0.44155558483682
"V854",0.156970365756125,0.205215132573263,0.444327289965521
"V708",-0.158648140119988,0.207750531633011,0.445077432189884
"V968",-0.159023160076208,0.208292386800153,0.445188380547095
"V584",-0.160348959729929,0.211534024887016,0.448433524698526
"V133",0.155364683137888,0.20520218037076,0.448972109974243
"V190",0.156121909691061,0.206832168318303,0.450354518791154
"V259",0.155917127634613,0.206830699688008,0.450945670891313
"V150",-0.159013289025639,0.211496028580451,0.452141269692372
"V563",0.15744965184517,0.209613774738644,0.452567368380448
"V103",-0.155388214414207,0.207372035783277,0.453663773291638
"V401",0.15415302683999,0.206818243864088,0.456057097175426
"V61",-0.154015749054087,0.207626000724373,0.458212076226652
"V535",-0.153318663779685,0.207607467049324,0.460209059752862
"V90",0.150987428606256,0.204755740061938,0.460877514676303
"V347",-0.15242787615782,0.207294584702543,0.462144565565242
"V6",0.153459072279985,0.209588183879226,0.464050569059013
"V289",0.153431747913234,0.209588014841626,0.464129775142051
"V634",0.151556611213414,0.208037398924606,0.466303550419256
"V199",-0.152144735414449,0.208898230386323,0.466417791725559
"V219",0.148768372298429,0.204583600554619,0.467117883007492
"V137",-0.150627569253975,0.207264431351366,0.4673846050096
"V197",0.14867227844765,0.205151346683575,0.468638794530498
"V446",-0.157146347836073,0.217335226041977,0.469643194323685
"V48",-0.150305886230373,0.208057291337371,0.470032932972908
"V45",0.147535448589275,0.204728886195364,0.471132166886053
"V291",-0.149632108690549,0.208039468722851,0.471987723825569
"V828",0.147762690719707,0.205823687005712,0.472813358045369
"V714",0.14656694459931,0.205136406145473,0.474927149096724
"V851",-0.153519403559736,0.2149364804647,0.47506966320074
"V211",-0.147575482699019,0.207169774931987,0.476253766374358
