"","Estimate","Std. Error","Pr(>|z|)"
"V813",-0.417613784844572,0.211593080505671,0.0484198863513862
"V245",0.443707881049683,0.22621769418699,0.0498300636015666
"V625",0.441394496943467,0.225407631623343,0.0502058868750937
"V639",-0.413278681910233,0.213146698005054,0.052508631259606
"V774",-0.407832792433747,0.210490741837437,0.0526802038368575
"V691",-0.407751504971279,0.210608962736931,0.0528604013373814
"V560",0.435414704949418,0.225456097906592,0.0534507092760589
"V284",0.434065916214546,0.225371150043466,0.0541037748054209
"V927",-0.405421658964271,0.210936501602944,0.0546047419484641
"V274",-0.404281743210318,0.210491730897777,0.0547753674700254
"V989",-0.400874986352452,0.21018620148449,0.0564898512441778
"V801",0.423346843290271,0.225046093546044,0.0599506804766259
"V952",0.420912740264324,0.224406084063474,0.0607000074178456
"V505",-0.392536805852904,0.209832280110689,0.0613843223066504
"V370",0.415228772623037,0.224078241490269,0.0638748168315931
"V608",-0.389165200638603,0.21090441233659,0.065005431359557
"V823",-0.386414322471136,0.209753284148035,0.065441144653549
"V257",-0.385093574297009,0.209702932583891,0.0663019666636595
"V50",-0.385851945008643,0.210204638698474,0.0664166187479808
"V724",-0.38359654438583,0.209466262386306,0.0670550810963775
"V473",-0.384297821583797,0.210939903851851,0.0684799376721664
"V762",0.407058954333045,0.223610917599187,0.0686997185708361
"V326",0.405671499070131,0.223532010104366,0.0695507942391016
"V820",-0.37794112813577,0.209241962476468,0.0708809147081071
"V290",0.398279915991265,0.222877548399276,0.073939129653344
"V214",0.397620983612232,0.222838724759503,0.0743677539661747
"V116",-0.38077577984747,0.213460361302389,0.0744522194777213
"V22",-0.372566652618313,0.209115928706343,0.0748100254335256
"V335",-0.371720389796538,0.209081628524043,0.0754248667121276
"V127",0.394655261707972,0.222945953967758,0.076696567676773
"V738",-0.372687270262914,0.211725262861944,0.0783671276678297
"V421",0.39220635608059,0.223347823903042,0.0790826158896862
"V312",-0.365370665435957,0.208987556287645,0.0804139807565371
"V120",0.387361551618912,0.222235690810736,0.0813298872566426
"V827",-0.361624187217032,0.208626462759079,0.0830321948550714
"V190",0.384380961392608,0.222337802746222,0.0838421841377842
"V343",-0.361391864788163,0.209384263612406,0.0843520303993699
"V900",0.380367448274584,0.222094145623649,0.0867786813188468
"V765",-0.357788265233472,0.209475545455784,0.0876327696160861
"V491",0.37970753966367,0.222584885716934,0.0880267138984483
"V386",0.375998769849622,0.221876209162544,0.0901450424282522
"V206",-0.35424986203893,0.209164580148879,0.0903333827016975
"V718",-0.352606352072559,0.208340785534211,0.0905602153504915
"V707",-0.352342579367866,0.208331018045477,0.0907865496142088
"V512",-0.352202223470083,0.208325825758753,0.0909071860521739
"V90",0.374094871282989,0.221724848131103,0.0915642880484616
"V696",-0.351633561690522,0.208619634782125,0.0918873701742247
"V652",0.372329733113336,0.221621440954418,0.0929523009198696
"V977",-0.34867334930206,0.208435719219956,0.0943647114564677
"V222",0.368969930863143,0.221202388999015,0.0953118266278566
"V456",0.368504996132273,0.221153913187047,0.0956570698957419
"V253",0.367313877728587,0.222815166578523,0.0992472805139813
"V61",-0.343110478731398,0.20886711404454,0.100440588288514
"V342",-0.343698063038052,0.20974741740964,0.10129068580686
"V931",0.362368897422584,0.221707328628754,0.102165008048227
"V726",-0.3406159890508,0.208770157926026,0.10277730979451
"V606",-0.339420523448347,0.209638476661606,0.10543101742195
"V417",-0.338728859820289,0.209541294434418,0.105980730192017
"V880",0.354776726816231,0.220729244668457,0.107989953215666
"V881",-0.336554324441911,0.209567254224845,0.108285113856374
"V839",0.356605371896031,0.222263236146578,0.108619730888974
"V217",-0.334564895740583,0.208605589587507,0.108754708182369
"V135",-0.350708703780708,0.220083841521993,0.111042871697416
"V9",0.350316055241129,0.220132083260556,0.111521772874673
"V868",-0.331307505148284,0.208406151599744,0.111897849231222
"V650",0.349133836636683,0.220114532247098,0.112706140715881
"V859",0.356239614997919,0.224853158358167,0.113120654610062
"V834",-0.33153431110119,0.209445936763458,0.113441714311659
"V175",-0.32661153668719,0.208399082181396,0.117058425585841
"V291",0.34446750698188,0.219808585335241,0.117085500404102
"V209",-0.332154188276599,0.212339260454682,0.117756105259146
"V275",-0.325167858340273,0.208362789356212,0.118621683552513
"V4",0.347935170153096,0.222981215066792,0.118670381749789
"V230",0.341553361708586,0.220328130486892,0.121092764247572
"V741",-0.322149578114153,0.208874027915315,0.122997028695953
"V886",-0.322544649995499,0.209239557469463,0.123192966998291
"V775",-0.318743242669348,0.207570685943306,0.124639236653137
"V768",-0.326572467353346,0.214274877527356,0.127488247835758
"V503",0.336726827194754,0.221259252572698,0.128042780555392
"V64",-0.316366549466587,0.208149443311796,0.128535856176528
"V587",-0.311481089552152,0.207032743709549,0.132452267418253
"V796",-0.311679240555697,0.208041360938891,0.134091691296733
"V265",-0.309743014063419,0.206985619808792,0.134537204142713
"V169",-0.314715398417492,0.211044786649807,0.135902262451396
"V229",-0.310155171479911,0.208007046186954,0.135940460925234
"V746",0.325866578309588,0.218874008513223,0.136531673114472
"V930",-0.306623882046939,0.206902419908152,0.138347373705591
"V628",-0.313022549981143,0.212005215561126,0.139813702059435
"V249",-0.304620206921832,0.206849900781311,0.140841913094898
"V397",0.32381819635272,0.221026188896715,0.142902613243099
"V27",-0.304883754102962,0.208233329448356,0.143154378781278
"V260",0.319394956853745,0.218627275452742,0.14403991109568
"V665",-0.301539783652463,0.208115704105859,0.147364249657328
"V554",-0.299053689806932,0.206707800444602,0.147968067235469
"V648",-0.298988712460981,0.207087152468899,0.148800294181564
"V43",-0.298043557514878,0.206588439129935,0.149107159579854
"V171",0.31541855726936,0.218846813417847,0.149506857173006
"V398",-0.297335686995529,0.206665074004335,0.150226425626142
"V254",-0.296875641207635,0.206556863843867,0.15064451082958
"V744",0.312849227789434,0.218196878796439,0.151631251135269
"V68",0.313255417431655,0.218575742372597,0.151810279391188
"V921",0.312777236379664,0.218700103041066,0.152669663548062
"V10",-0.296479352084252,0.207717266673809,0.153487202564639
"V896",-0.295339835168259,0.207005428758111,0.153659156006366
"V669",-0.294942217342758,0.206996666075956,0.154196350514363
"V620",-0.304603698900376,0.213966208424311,0.154560394504661
"V855",-0.29412084878509,0.206978653581598,0.155310885573465
"V82",-0.29048680789598,0.206559413459332,0.159631748322454
"V702",0.306055898353791,0.217848373872386,0.16005003652869
"V313",0.307333714140644,0.219091770883232,0.160687681215225
"V232",-0.289296513117485,0.206358033426147,0.160940499408512
"V332",0.304740146568515,0.217677482973646,0.161524777645382
"V692",0.304649012787629,0.218144513507275,0.16254991090899
"V258",0.303769415130947,0.217731830158138,0.162969430939799
"V997",0.310646242824036,0.22268170358706,0.163008708050286
"V786",-0.288246825924387,0.206942488410517,0.163654952054016
"V73",-0.290222702707521,0.208611875096436,0.164162081304426
"V174",-0.288618453087167,0.207565418424407,0.164378943178074
"V475",0.302355076203396,0.217708515667199,0.164891494036542
"V632",-0.285351130172756,0.206417771646417,0.166850101526553
"V97",-0.286549422039963,0.207614417942516,0.167525070461002
"V156",0.300551913894086,0.217941071074523,0.167878942502955
"V984",-0.284613831654037,0.206397839810861,0.167907884149607
"V888",-0.283654589782077,0.20621686250723,0.168971534897775
"V610",0.29969559826364,0.217981768495313,0.169173168010111
"V16",0.298117512125208,0.217483539197073,0.170450105265143
"V426",-0.283700458714715,0.207475856542272,0.171503023765058
"V148",-0.282334750198935,0.206768612551053,0.17210778696424
"V177",-0.281255461971787,0.206290991767149,0.172759040529499
"V462",-0.280366993741621,0.20628500309501,0.174107152678199
"V311",-0.277668089309192,0.206073453864204,0.177844071719005
"V805",-0.277601208811374,0.206071888847455,0.177945266385076
"V603",0.293074255514187,0.217572848390609,0.177974861232554
"V84",-0.278674920284143,0.207388645439068,0.179034814479438
"V210",-0.276860995304621,0.206194382099367,0.17936316734654
"V300",0.291410488850387,0.217108513182123,0.179520044841364
"V104",0.291515561637664,0.218147765409914,0.181444193278375
"V991",-0.275730303827615,0.206606612101021,0.182018203989769
"V455",-0.276032366108689,0.207344530391306,0.183098895808431
"V589",0.289957225373391,0.21807337650401,0.183639722294003
"V893",-0.274573262556603,0.206585200918723,0.183813587868211
"V350",0.289627832474838,0.218057674282028,0.184106547273898
"V577",0.288583824258092,0.217353647186488,0.184272083825382
"V128",-0.274266086624816,0.206579556166464,0.184292576367234
"V780",0.288506473182216,0.217349883950249,0.184382123474621
"V951",0.286748924835443,0.217264492646903,0.186896809952938
"V695",-0.272609980569314,0.207186698194777,0.1882513506617
"V467",-0.270791462862607,0.206042917956678,0.188762809113609
"V563",0.286900578978582,0.218860466624637,0.189897119283345
"V572",0.288598988298483,0.220158461876155,0.189901894537498
"V277",-0.272968446625185,0.208349117788522,0.190145340126591
"V969",-0.274490919406614,0.209757849686181,0.190666976967592
"V729",0.283712332057735,0.217117481994603,0.191306922325741
"V310",0.295322672284439,0.226013590154517,0.191328578297771
"V815",-0.269777187174135,0.208305958657554,0.195285502912127
"V65",-0.266459862172131,0.205987948190585,0.195813936742003
"V285",0.282403596473029,0.218652287207135,0.196507902495961
"V40",0.280558639204172,0.217611191506925,0.197305740615396
"V451",-0.266710561609339,0.20701690313219,0.197623593240896
"V118",0.278494940936098,0.217531434669387,0.200456706317043
"V192",-0.262623463712446,0.205742061946256,0.201789607354338
"V943",-0.261327398149555,0.205820456145291,0.204196421209935
"V902",-0.261201096228611,0.206354803831873,0.205589579389518
"V137",0.27288380017279,0.21655348077403,0.207625363601021
"V597",-0.258946698449404,0.206145563680205,0.20906695657001
"V649",0.268950750118752,0.215973804087466,0.213023925400596
"V708",-0.256104407518332,0.206076917085413,0.213955824987222
"V771",0.268149881922153,0.215966086742373,0.21437326219788
"V58",0.270472154236921,0.21810666808078,0.214941672841843
"V636",-0.25444447801803,0.20557929442247,0.215829149983007
"V638",-0.255879243317209,0.207047344175173,0.216514715061871
"V385",0.266345784772301,0.216289541196107,0.218161468757942
"V92",-0.252916493990629,0.206227747226904,0.22005040240955
"V654",0.263522644852064,0.21574367655116,0.221911246245254
"V341",-0.250995910651482,0.205596685769346,0.222155349749427
"V777",-0.250302957670928,0.205501539141585,0.223220120909878
"V761",0.260871623049009,0.21556782986164,0.226217400245542
"V736",0.261238245636574,0.215952061889779,0.226392187712356
"V670",0.26197788508762,0.216766778611306,0.226827982301665
"V645",-0.247766953187291,0.205455472498522,0.22784066225918
"V392",-0.249171842439687,0.206963708961412,0.22861285459676
"V918",0.259826417713618,0.215984417929803,0.228981403685142
"V643",-0.246762516198942,0.205645413454837,0.230161965989931
"V369",-0.249554401411818,0.208071426609026,0.230384528626196
"V946",-0.246582497654509,0.20564260221249,0.230495769557956
"V647",-0.248513222405581,0.208061158057295,0.232312187630323
"V538",-0.245111233723717,0.205408488560144,0.23275707848259
"V316",0.259116601306249,0.217596497377535,0.233727250639335
"V846",0.256065676954486,0.215388690413016,0.234497177554631
"V552",-0.244492450924633,0.20581242032878,0.234857730056639
"V259",-0.24420416030467,0.205606002023591,0.234940292099027
"V994",0.255006000806674,0.215276481373621,0.236194966241088
"V20",0.253012646300139,0.215244583523117,0.239808412465386
"V391",0.26058674165512,0.222328618159918,0.241165273059787
"V479",0.251851331070417,0.215120980677592,0.241702191187905
"V911",-0.240421188743671,0.205549855465513,0.242142238299539
"V818",0.25530582653012,0.218678225994523,0.24301035825456
"V485",0.251129007750894,0.21558224063664,0.24406462704526
"V495",0.2503151697109,0.215117858001977,0.244578555693449
"V497",0.250205607254149,0.215040192623797,0.24461473739079
"V658",-0.237890266034112,0.205673471541913,0.247419270152071
"V523",-0.240029567060911,0.207984009276016,0.248468590933048
"V965",0.247431845037895,0.214814308682986,0.249386575441084
"V125",-0.236166822206047,0.205259693550842,0.249906821473026
"V444",0.248673585149498,0.216164976275129,0.249984118622155
"V686",-0.235936438525172,0.205633941368997,0.251232304132054
"V18",-0.235934801302001,0.206004500459052,0.252089234013894
"V699",-0.237989992746363,0.207967185867729,0.252473046267602
"V526",-0.236386569421454,0.206825173442572,0.253067908696032
"V302",0.245147822647023,0.214705580640666,0.253542989745822
"V288",0.245106843509392,0.214874771847189,0.253996353365631
"V380",-0.234052298902963,0.205982810074343,0.255843153033556
"V315",-0.23288311625458,0.205208715797529,0.256434077782442
"V494",-0.233723750507209,0.205979086730709,0.256502500799989
"V273",0.247520353211201,0.218342897780723,0.256949218472477
"V262",0.243791955552193,0.2152473452595,0.25737677944434
"V453",-0.232220157220203,0.205240958679493,0.25786517418677
"V404",0.244044287727995,0.21595855963956,0.258454537241046
"V244",-0.232268511514138,0.205561691940368,0.258509434341546
"V585",-0.233635276047422,0.206798918116292,0.25857302539809
"V448",0.242414547740833,0.214660857115976,0.258775147848937
"V694",0.242251813683727,0.214742417628207,0.259275934404728
"V996",-0.231579128348833,0.205428504855612,0.259616537178219
"V140",-0.231167366582137,0.205182857542673,0.259894406632397
"V800",0.244164039513814,0.216938381262938,0.260377429224063
"V450",0.243505117478619,0.216909739007701,0.261603018797988
"V179",0.240799293166993,0.214499751479633,0.261603706898611
"V618",0.243098642249295,0.216892085382882,0.262361240259752
"V399",-0.228971314040656,0.206757267912297,0.268103645295944
"V308",0.238105661864728,0.215696033468001,0.269638911329034
"V233",-0.232941701121473,0.211230635810856,0.270121110336649
"V723",-0.22610009189927,0.205109599857157,0.270314784895004
"V412",-0.229864494694853,0.209382805097803,0.272283380905019
"V751",-0.226273391305551,0.206734809983553,0.27373120616863
"V442",-0.223599869952558,0.205099597679314,0.275624433737128
"V223",0.233597162422263,0.214345117301515,0.275793332802239
"V375",0.234897350495139,0.215555272569893,0.275831476948166
"V29",0.235229758593107,0.216552620357547,0.277369474417785
"V634",-0.222471334109763,0.205862684991698,0.279840244132474
"V644",0.231002193088359,0.214041732136942,0.280481181120798
"V822",-0.221568146528087,0.20536553148276,0.280633883632396
"V616",-0.221508277498165,0.205364495137341,0.28076144911787
"V147",-0.221075119835515,0.205849742617037,0.282839019652434
"V667",-0.220891567205342,0.20584806569945,0.283234951511989
"V381",0.238877583722714,0.222740939381879,0.283519848336777
"V596",0.229289996840242,0.214149603457497,0.28430430831398
"V547",0.228758094299832,0.214125561589109,0.285368873230367
"V987",-0.218633893054785,0.205010111959418,0.286218376069305
"V909",-0.218591652702764,0.205009577679017,0.286310225294495
"V382",-0.218335024950198,0.205878419989067,0.288915068527175
"V396",-0.21712683153296,0.205814927520577,0.291442917847051
"V705",-0.216318895806843,0.205251432193396,0.291918861881278
"V325",-0.216022098412453,0.205805657191024,0.293883104050934
"V164",0.224203085645263,0.213728572329867,0.294174213702818
"V340",-0.215830552018987,0.205804070747544,0.294307662082443
"V743",-0.214405278868008,0.204958217376551,0.295518271619409
"V510",-0.214091550810298,0.204959643344208,0.296228843492466
"V792",0.223178364776158,0.21374676020769,0.296427498429282
"V24",-0.215685005900389,0.206658174499229,0.296633460840076
"V422",0.222859613319284,0.213860472270344,0.297374823573711
"V548",0.222250497705211,0.214026151402574,0.299071384450141
"V180",-0.212715138153331,0.204938373733169,0.299294803275939
"V923",-0.212638567293145,0.204939728404387,0.299471987803911
"V562",-0.215459867805297,0.207825205646229,0.299858919847045
"V429",-0.216333571959324,0.209329429959214,0.301388726637622
"V324",0.222171550434513,0.215004376760386,0.301447147407838
"V86",-0.211681834013958,0.204926827859252,0.301621206999357
"V464",0.220977815317498,0.213965634491321,0.301710393313817
"V631",0.220101560193444,0.214193803189668,0.304146794726398
"V506",-0.210330413724108,0.204911246046852,0.304681209681624
"V83",0.222132547071436,0.21727819575763,0.306619231456972
"V109",0.218691258795082,0.214132442653248,0.307117203399271
"V240",0.216788367184023,0.213391511127459,0.309668235678344
"V756",0.216944106814382,0.21578070740235,0.314708331632072
"V433",-0.208009932710661,0.207795704201286,0.316811842051244
"V788",0.217099042609191,0.217072375439586,0.317251059690531
"V359",-0.204423687196023,0.204848433131111,0.318314983525963
"V982",0.21504183579989,0.215701775994585,0.31879339307452
"V566",0.211326985398587,0.213814547073989,0.322973531662074
"V640",0.209918205471669,0.213083403870959,0.324552493488864
"V840",0.209706074179375,0.213073955241464,0.325020214071631
"V556",-0.201637324007378,0.205119376877936,0.325595497994852
"V492",-0.201730238296533,0.205592339545794,0.326486846527299
"V160",-0.200930414085645,0.204814213557253,0.326574273268757
"V865",0.208587497848133,0.213230724861699,0.327963351162685
"V459",0.20814099980981,0.213055078178247,0.328601246943371
"V498",-0.199538455944831,0.204801182967964,0.329905996837184
"V757",-0.200045261601733,0.205694446666987,0.330783946874901
"V842",0.208846688229862,0.214806004501337,0.330922601893618
"V898",-0.199323885327083,0.205027228928846,0.330959761758922
"V948",0.207651093022715,0.21365745812858,0.331106332318479
"V889",-0.19904958013965,0.20555116921495,0.332859630144733
"V328",0.206226676813273,0.213128166791314,0.33323512257561
"V571",0.205574147148829,0.212939064849379,0.334337979208228
"V630",0.205715520896063,0.213106022144613,0.334384520701652
"V892",0.209446687489089,0.217357385295818,0.335243943183829
"V701",0.208706355087267,0.216733113528185,0.335565198107728
"V400",-0.197813391218064,0.205682291487058,0.336178992380095
"V963",0.204419485276236,0.212839747684917,0.336834575752618
"V945",0.20456210278471,0.213198905803289,0.337312227417022
"V208",0.205230257873059,0.214289654849482,0.338202157335899
"V327",-0.196752796932222,0.205676803650032,0.338763379024814
"V956",0.203510317938995,0.212799715614879,0.338897074565001
"V561",0.20861682595238,0.218323845835842,0.339305478307749
"V438",-0.19546027042889,0.204733721948591,0.339726993501906
"V569",-0.195650796419189,0.205076201068541,0.34006364815375
"V489",-0.195227221021293,0.204763005831307,0.340372177173001
"V979",0.204114125459794,0.21424332516241,0.340731425595891
"V811",0.201650042344004,0.212718030942763,0.343145371792836
"V267",-0.193854759484772,0.204717232402844,0.343669793285562
"V463",0.202474896499495,0.214175453503742,0.344470374714913
"V490",0.204579445670269,0.216568093269258,0.344841373064816
"V941",-0.192924067984018,0.205058569439048,0.346794948575869
"V574",-0.19208525627662,0.204699603702962,0.348051062256043
"V720",0.19979179933375,0.212980997777113,0.348206713293274
"V194",0.204233996396168,0.218152278151795,0.349170615875818
"V469",0.198953095092587,0.21281510539158,0.349858599144365
"V993",0.198939684583689,0.213289445250347,0.350963700530924
"V922",0.199390935757146,0.214048317215525,0.351583080370558
"V48",0.197600057523847,0.212541251711648,0.352525323807983
"V653",-0.190208354601667,0.204722705679492,0.352836027345154
"V908",-0.19011879267175,0.204680682620512,0.352963939739502
"V287",-0.189719073726946,0.204719014699386,0.354067190760382
"V715",-0.189961717317958,0.205646050209089,0.355626170701128
"V383",0.195155891461578,0.212435269186549,0.358273174406911
"V32",0.198467027539709,0.21632587659788,0.358909661805378
"V153",-0.189986789998533,0.207759382674371,0.360477348611862
"V283",0.193841676573642,0.212597761961116,0.361886301159856
"V420",-0.187038192488029,0.205383772985733,0.362465806190645
"V534",-0.185809004515143,0.205018524821674,0.364775238903652
"V276",-0.185163317212968,0.204686669820978,0.365667611338626
"V331",-0.184437398813256,0.205011792579793,0.368310331773584
"V71",0.191422988449535,0.213158716482707,0.369169390049945
"V513",-0.183095192112028,0.20467318939877,0.371015173414194
"V402",-0.183380554566087,0.205006822229974,0.371049337378575
"V671",0.189004149155697,0.212170884933268,0.373030595715191
"V346",0.189019249845212,0.212205577609859,0.373070557673324
"V781",-0.182801219018689,0.205621790733354,0.373994070316504
"V306",0.189431875628224,0.213642728901836,0.37525337500481
"V439",0.189953204302773,0.214685328471317,0.376265450048206
"V651",-0.180867110437041,0.204601098916167,0.376696901472357
"V100",-0.184872276127778,0.20930902759476,0.377101012090047
"V890",0.188560062854076,0.213607587824613,0.37737650995331
"V250",0.187137668163106,0.212316062169078,0.378095519464023
"V878",0.188050718665996,0.213587084419712,0.378620726508543
"V52",0.186961645484167,0.213543311863756,0.381290510567403
"V677",-0.179363205305294,0.204989647678908,0.381581169090219
"V672",-0.17900867372969,0.205612312482187,0.383965704339722
"V314",0.184501596273781,0.212206349928023,0.384604174600612
"V567",0.183434696289776,0.212251019444604,0.387458973284232
"V264",0.18462120033111,0.214475263141164,0.389345909344031
"V583",0.182901132335106,0.212774927866435,0.390010082093353
"V220",0.182235822239019,0.212112528454797,0.390259472336803
"V409",-0.175584034104721,0.204630520546764,0.390862653105165
"V841",-0.178041971869463,0.207762116493129,0.391471916544478
"V553",-0.176101402273562,0.205606617769199,0.391723063361563
"V178",-0.174923414688832,0.204627238166412,0.392640092062326
"V443",0.183114075136808,0.214416270360086,0.39309832173485
"V657",0.185322932637287,0.217427040858356,0.394022428833376
"V873",0.181654071244555,0.213532500517948,0.394930889075284
"V748",-0.173773644592005,0.204621706206393,0.395745838047604
"V317",-0.174271343336208,0.205603729713074,0.396656379317116
"V980",-0.172812233307282,0.204745755911804,0.39865080515799
"V782",-0.173953067287479,0.206530654358235,0.399640922677836
"V199",0.17762626217138,0.211923030622177,0.401938583730883
"V108",-0.17225207455654,0.205968761944775,0.402985063789443
"V959",-0.171612751196697,0.205209621753443,0.402997268314119
"V767",-0.170950534675212,0.20453298617992,0.403262296439855
"V763",-0.170411131808189,0.204726747190839,0.405192607702658
"V910",0.177493131545133,0.214197751148703,0.407307335208461
"V294",-0.169389359886755,0.20452387482899,0.407549805487295
"V304",0.175795348323593,0.212341439517914,0.407732814826483
"V960",-0.16914362836201,0.204601749329818,0.40840888869404
"V998",-0.171670264496346,0.207772143452856,0.408666300261066
"V897",0.176768752733109,0.21416976285756,0.409163004290845
"V607",0.174689601328988,0.212297248715744,0.41059112854921
"V957",-0.168086432892661,0.20451660511614,0.411149857165286
"V793",0.177678352218628,0.217140858379904,0.413206970632073
"V716",0.176027629509425,0.215459397949981,0.41393558576328
"V604",0.172610986872478,0.211504411646556,0.414436896539878
"V49",-0.166582377026268,0.204508591096793,0.415330209141876
"V166",-0.166431129571402,0.204697594738491,0.416184489877307
"V531",0.172215176060396,0.212198728692148,0.417035560674759
"V51",-0.166798195198139,0.205906791872764,0.417901953975276
"V836",0.170013854895688,0.21161416226232,0.421735282827934
"V907",-0.165040650958706,0.205597314452725,0.422126538744154
"V99",-0.164138653409681,0.204584341090839,0.42237764302392
"V682",-0.165616260761536,0.20653762806111,0.422628349217659
"V925",-0.166608548841551,0.207784301873805,0.422648902153987
"V740",0.169411092227741,0.211351815075647,0.422807711644454
"V242",-0.165361222301639,0.206538007496272,0.423343922547528
"V605",0.169443971158316,0.212089001009681,0.424331807359882
"V280",-0.164773656301392,0.206538918996106,0.424995253883053
"V675",0.166394097215352,0.211228862546568,0.430846939097691
"V626",-0.161326563823715,0.204945787660975,0.431184103809739
"V303",-0.161641238655113,0.205598356862665,0.431750866020604
"V390",0.165939535265737,0.211450957698769,0.432590742072265
"V557",0.167594086364661,0.213818710100729,0.433149290951841
"V709",0.165990003924955,0.212718575913095,0.435198546673989
"V831",0.164977809667896,0.211460309338625,0.435282969205179
"V721",0.164064018438734,0.211376328876775,0.437648468155887
"V719",-0.158581342676359,0.204472744647955,0.438007494681446
"V236",-0.160747163667087,0.207802973132572,0.439193608323321
"V376",0.163389002529477,0.211851503921252,0.44056287443741
"V141",-0.157172913890928,0.204567271980155,0.442297712483059
"V527",0.162603097177822,0.211820906000743,0.442698575122661
"V297",-0.156753451748613,0.204466152619988,0.443291163583112
"V410",-0.156458633060737,0.204465144859341,0.444146914851175
"V779",0.165131880886755,0.216679983621691,0.446000142819075
"V219",0.160376519441343,0.211268796270659,0.447786011608694
"V926",0.160711352606367,0.211747470098113,0.447866617788432
"V752",0.162030371168017,0.213608948459832,0.448129346813831
"V970",-0.155511525547249,0.205076498898679,0.448265522345561
"V863",0.159518071879618,0.211762977090241,0.451278109766235
"V181",-0.15488486672456,0.205791825430933,0.451672970819717
"V483",0.16058222966036,0.213554741016827,0.452081854026018
"V362",-0.153335296137244,0.204622317999416,0.453641678662615
"V305",-0.15294872295426,0.205059866704688,0.455743827444548
"V904",-0.152818652378099,0.205609525565977,0.457332184285996
"V129",-0.154439599627439,0.207828514454981,0.457414642331909
"V3",0.159444512853702,0.214842386809762,0.457998614439994
"V320",0.157318003197687,0.212387801406918,0.458868624231349
"V111",0.15672678207672,0.211593795303461,0.458877486358934
"V1",-0.151997804396317,0.205611181967269,0.459755977763482
"V833",0.156009371491696,0.211059433193403,0.459802134727623
"V133",-0.150765117365996,0.204448696824114,0.460865313402578
"V45",-0.150628971563775,0.204610690014516,0.461625106038023
"V281",-0.150256792954246,0.204447506380563,0.462375611290412
"V976",0.154596043313726,0.210756375281932,0.463235470595521
"V903",0.15454084079871,0.210754196027712,0.463390552738418
"V7",0.154329963704144,0.210745873862976,0.463983277916204
"V866",-0.149508508350252,0.204558047276552,0.464849100338584
"V26",0.153095345761689,0.210946240318949,0.467988812045029
"V5",0.158395240070585,0.218392750410194,0.468282109432383
"V252",-0.148630950343534,0.204947065534816,0.468319351249838
"V704",-0.148645144328622,0.205034738578301,0.468467114104305
