"Pesticide","SES_Adjusted","Effect","P_value","Significant","Included_SES","N","N_SC","N_Time","Filters"
"X6BENZYLADENINE","Unemployed",-0.0650820486947388,0.842441955175827,FALSE,"Unemployed",598,43,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"X6BENZYLADENINE","Working_class",-0.124201189352992,0.708380807554992,FALSE,"Working_class",598,43,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"X6BENZYLADENINE","Combined_SES",0.108299299656009,0.732013705286873,FALSE,"Education.index",598,43,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","NULL",0.334426406343401,0.250860755742442,FALSE,"",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Education.index",0.583659868283852,0.0362880401457915,TRUE,"Education.index",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Income",0.321586883523651,0.324338896922657,FALSE,"Income",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","home_value",0.40759786789801,0.171529602301002,FALSE,"home_value",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","rent",0.422906163426538,0.1753808759472,FALSE,"rent",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Poverty_150",0.141125355864371,0.668929989274781,FALSE,"Poverty_150",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Unemployed",0.364717468967844,0.218752259648297,FALSE,"Unemployed",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Working_class",0.335651479433575,0.27712181650007,FALSE,"Working_class",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XABAMECTIN","Combined_SES",0.583659868283852,0.0362880401457915,TRUE,"Education.index",406,25,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","NULL",-0.0156317409425798,0.938327702532058,FALSE,"",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Education.index",-0.0170509256867837,0.933104267344753,FALSE,"Education.index",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Income",-0.0159345183782561,0.938286507795951,FALSE,"Income",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","home_value",-0.00455524547401237,0.982146142952773,FALSE,"home_value",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","rent",0.0208274492019111,0.918765112953186,FALSE,"rent",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Poverty_150",-0.0209514562113998,0.915673511922999,FALSE,"Poverty_150",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Unemployed",-0.0195444116780029,0.919678510770871,FALSE,"Unemployed",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Working_class",-0.0125317534634141,0.950947114898122,FALSE,"Working_class",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACEPHATE","Combined_SES",-0.0195444116780029,0.919678510770871,FALSE,"Unemployed",562,36,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","NULL",0.552035534838465,0.116125382002737,FALSE,"",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Education.index",0.632036559609787,0.0756577783243511,FALSE,"Education.index",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Income",0.606046641815776,0.0898385404667127,FALSE,"Income",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","home_value",0.583984194313811,0.0968017390213788,FALSE,"home_value",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","rent",0.635502253382806,0.065010571141021,FALSE,"rent",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Poverty_150",0.598258684672069,0.101406892692338,FALSE,"Poverty_150",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Unemployed",0.611149775173263,0.0876069309563179,FALSE,"Unemployed",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Working_class",0.585332342330556,0.0975805293077591,FALSE,"Working_class",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XACIFLUORFEN","Combined_SES",0.635502253382806,0.065010571141021,FALSE,"rent",962,51,20,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","NULL",0.274354014744184,0.00225451831578415,TRUE,"",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Education.index",0.248454015653504,0.0044977101199844,TRUE,"Education.index",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Income",0.274499019356898,0.00226684076385966,TRUE,"Income",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","home_value",0.230089183448469,0.0186239447670388,TRUE,"home_value",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","rent",0.21689325399064,0.0235320782112108,TRUE,"rent",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Poverty_150",0.276676320879764,0.0040550578571553,TRUE,"Poverty_150",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Unemployed",0.300887281909416,0.00495689952462294,TRUE,"Unemployed",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Working_class",0.256289127516084,0.0054722121157365,TRUE,"Working_class",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALACHLOR","Combined_SES",0.248454015653504,0.0044977101199844,TRUE,"Education.index",1903,99,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","NULL",-0.182361625576291,0.179617352275505,FALSE,"",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Education.index",-0.164726883563449,0.232008364354327,FALSE,"Education.index",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Income",-0.178392685694324,0.194146664788192,FALSE,"Income",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","home_value",-0.167220170812205,0.212290762464808,FALSE,"home_value",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","rent",-0.198234172773445,0.133122944054563,FALSE,"rent",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Poverty_150",-0.185155874756645,0.181266950284407,FALSE,"Poverty_150",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Unemployed",-0.181872934124624,0.179657035653668,FALSE,"Unemployed",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Working_class",-0.15513689224293,0.244305089203569,FALSE,"Working_class",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALDICARB","Combined_SES",-0.163631655105521,0.234426744324526,FALSE,"home_value, rent",506,29,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","NULL",-0.283770445899018,0.0624766017136267,FALSE,"",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Education.index",-0.276035432223122,0.0713863049044098,FALSE,"Education.index",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Income",-0.267509840355329,0.0830480923037852,FALSE,"Income",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","home_value",-0.267556323775906,0.0749761683410802,FALSE,"home_value",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","rent",-0.279615121668926,0.0649273022813238,FALSE,"rent",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Poverty_150",-0.291371575859186,0.050250638592728,FALSE,"Poverty_150",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Unemployed",-0.299213410934043,0.0465351710282594,TRUE,"Unemployed",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Working_class",-0.287939565947628,0.0594115243360275,FALSE,"Working_class",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XALUMINUMPHOSPHIDE","Combined_SES",-0.276035432223122,0.0713863049044098,FALSE,"Education.index",53,3,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","NULL",0.270727764104402,0.000895024585174511,TRUE,"",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Education.index",0.237480952933106,0.00288340332490454,TRUE,"Education.index",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Income",0.268739673187844,0.000980140560337486,TRUE,"Income",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","home_value",0.24502048663101,0.00571488668513081,TRUE,"home_value",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","rent",0.226810267885496,0.00993347265061566,TRUE,"rent",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Poverty_150",0.286231829395675,0.00101680535361142,TRUE,"Poverty_150",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Unemployed",0.333060976588633,0.000561077545746181,TRUE,"Unemployed",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Working_class",0.258309243422872,0.00207264665250066,TRUE,"Working_class",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XATRAZINE","Combined_SES",0.237480952933106,0.00288340332490454,TRUE,"Education.index",2013,102,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","NULL",-0.00391095570188562,0.980843569615238,FALSE,"",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Education.index",0.214356978084023,0.199767587927256,FALSE,"Education.index",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Income",0.0669272824495662,0.71301163221844,FALSE,"Income",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","home_value",0.106817503392409,0.529988979346464,FALSE,"home_value",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","rent",0.135570791898764,0.426053285347773,FALSE,"rent",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Poverty_150",-0.0203848648511935,0.909966679681468,FALSE,"Poverty_150",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Unemployed",-0.0266509276426451,0.874227616207577,FALSE,"Unemployed",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Working_class",0.0276699749562033,0.866441884289616,FALSE,"Working_class",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XAZINPHOSMETHYL","Combined_SES",0.225979422953362,0.184435958565053,FALSE,"Education.index, home_value, rent",1775,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","NULL",0.145535451522633,0.25134117568073,FALSE,"",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","Education.index",0.165177850398523,0.190103159121604,FALSE,"Education.index",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","Income",0.12770822131355,0.340526864971508,FALSE,"Income",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","home_value",0.158942655481248,0.221357390197866,FALSE,"home_value",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","rent",0.163568327252379,0.209451521741277,FALSE,"rent",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","Poverty_150",0.132767319203644,0.330452267202538,FALSE,"Poverty_150",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","Unemployed",0.153280515052372,0.256342429238688,FALSE,"Unemployed",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBACILLUSTHURINGIENSIS","Working_class",0.131801844483799,0.303257696245879,FALSE,"Working_class",885,59,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","NULL",-0.476339675671365,0.102204273098269,FALSE,"",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","Education.index",-0.524689881988438,0.0752807944527793,FALSE,"Education.index",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","Income",-0.474489583449769,0.107370806097524,FALSE,"Income",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","home_value",-0.513522781653794,0.088065357688776,FALSE,"home_value",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","rent",-0.491679320258354,0.0960900090286081,FALSE,"rent",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","Poverty_150",-0.469449189833152,0.107072745449269,FALSE,"Poverty_150",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","Unemployed",-0.428268354669093,0.144817079664238,FALSE,"Unemployed",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENFLURALIN","Working_class",-0.507573944951522,0.0922390967079492,FALSE,"Working_class",133,12,18,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","NULL",-0.0504338961691722,0.816007587965761,FALSE,"",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Education.index",0.0439982457774653,0.839831492543865,FALSE,"Education.index",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Income",-0.0287573580297749,0.902731260134531,FALSE,"Income",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","home_value",0.00360325960799869,0.986828624714935,FALSE,"home_value",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","rent",0.0539669867418937,0.804435612802337,FALSE,"rent",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Poverty_150",-0.149006628393366,0.525901944271037,FALSE,"Poverty_150",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Unemployed",-0.191492687086236,0.403057148354509,FALSE,"Unemployed",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Working_class",-0.0444900383232646,0.837930824179206,FALSE,"Working_class",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENOMYL","Combined_SES",0.0666289608954485,0.760306183422913,FALSE,"Education.index, rent",961,81,15,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","NULL",0.108902724662521,0.579526047815961,FALSE,"",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Education.index",0.134745504104663,0.491694750025833,FALSE,"Education.index",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Income",0.13728321312156,0.499981003168884,FALSE,"Income",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","home_value",0.190124936021804,0.338244549312414,FALSE,"home_value",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","rent",0.239889005168474,0.223227028904236,FALSE,"rent",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Poverty_150",0.0612230556213952,0.761989695540996,FALSE,"Poverty_150",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Unemployed",0.0584685550034133,0.766009581629532,FALSE,"Unemployed",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Working_class",0.141108584503058,0.476812850736337,FALSE,"Working_class",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENSULIDE","Combined_SES",0.188921568875407,0.336389432462979,FALSE,"home_value, rent, Unemployed",913,67,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENTAZONE","NULL",0.242651351756249,0.013177310863146,TRUE,"",1765,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENTAZONE","Education.index",0.221921837642734,0.0211862473099433,TRUE,"Education.index",1765,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XBENTAZONE","Income",0.24324433734713,0.0126782009685481,TRUE,"Income",1765,92,21,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
